"","X.1","X","Y","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","cluster","hclust","Cluster_final"
"13023",13023,14.2392389469605,11.7326219656998,8658303265,"11/6/2014",3e+05,3,1,1260,5000,1,0,0,4,6,1260,0,1968,0,98014,47.6492,-121.915,1180,7500,2,9,"low"
"13024",13024,16.3558141971654,-6.84916212816635,2421059009,"2/20/2015",413000,3,1.75,2280,139392,1,0,0,3,8,2280,0,1977,0,98092,47.291,-122.118,2280,117176,2,9,"low"
"13025",13025,-3.23746601772502,10.7773841541373,3111300040,"8/1/2014",435000,3,2.25,1740,8491,1,0,0,3,8,1240,500,1958,0,98177,47.7758,-122.379,2080,8494,1,6,"med"
"13026",13026,6.44252528483508,2.01613337965821,1770000330,"10/3/2014",5e+05,4,2.75,2630,15000,1,0,0,4,7,1690,940,1976,0,98072,47.7425,-122.089,1800,16500,2,3,"med"
"13027",13027,-1.49592308441775,9.26850679972153,4174600264,"8/1/2014",402000,4,1.75,2430,5481,1,0,0,3,8,1430,1000,1953,0,98108,47.5569,-122.298,2050,5508,1,6,"med"
"13028",13028,13.8046529740018,-7.703529710925,822039025,"5/1/2015",777700,3,2.5,2260,251460,1.5,0,0,3,10,2260,0,1995,0,98070,47.4096,-122.449,1610,244372,3,9,"low"
"13029",13029,-12.2492480032803,13.5809009806032,9521101065,"3/23/2015",580000,2,1.5,1220,5000,1,0,2,4,7,1220,0,1938,0,98103,47.6624,-122.348,2090,3850,1,6,"med"
"13030",13030,0.475709433878608,3.04913571987038,3244500158,"9/8/2014",570000,3,1.75,2580,40392,1,0,0,3,9,1390,1190,1986,0,98072,47.7637,-122.134,2460,46173,3,3,"med"
"13031",13031,-27.1185502749402,11.4387342810269,3603000410,"12/8/2014",174950,2,1,730,6000,1,0,0,3,6,730,0,1950,1985,98198,47.3832,-122.3,1750,7200,1,2,"top"
"13032",13032,0.429092575434494,22.9548139357734,7548300441,"5/7/2014",3e+05,2,1,760,3001,1,0,0,3,6,760,0,1913,0,98144,47.5874,-122.311,1750,5000,1,1,"low"
"13033",13033,-1.60703550141094,12.7756675035844,3034200142,"9/23/2014",435000,3,1.5,1740,6988,1,0,0,3,7,1600,140,1950,0,98133,47.7211,-122.33,1650,7500,1,1,"low"
"13034",13034,-0.756071985093368,-25.5551266565315,8651611590,"5/28/2014",840000,4,2.5,3420,8405,2,0,0,3,10,3420,0,2000,0,98074,47.6328,-122.064,3230,8460,3,4,"med"
"13035",13035,-3.1600507193093,10.0960788643803,2978800120,"6/18/2014",469000,5,2.5,2240,7543,1,0,0,3,7,1140,1100,1966,0,98177,47.7756,-122.372,2110,7408,1,6,"med"
"13036",13036,-6.15066576476105,28.754918971331,7011200515,"11/12/2014",870000,4,1.75,1920,3600,2,0,0,4,8,1920,0,1907,0,98119,47.6382,-122.368,1920,3600,1,1,"low"
"13037",13037,3.5550865874025,-2.68957032476303,7199340620,"6/4/2014",532000,4,1.75,2020,7029,1,0,0,4,7,1430,590,1979,0,98052,47.6983,-122.127,1780,7200,2,3,"med"
"13038",13038,-5.15285240174474,14.7247263007815,7291700065,"3/26/2015",455000,4,1.5,1880,11400,1,0,0,3,7,1280,600,1955,0,98177,47.7718,-122.381,1880,11400,1,1,"low"
"13039",13039,8.50811180608027,6.94219881406147,2129700142,"7/31/2014",201000,3,1,1010,25277,1,0,0,5,5,1010,0,1961,0,98019,47.7242,-121.951,1570,213879,2,3,"med"
"13040",13040,7.52146966937564,-15.7380809120278,318300040,"9/23/2014",649000,5,3.25,3990,13087,2,0,0,3,9,2400,1590,1991,0,98042,47.3632,-122.061,2580,13633,3,5,"low"
"13041",13041,-1.28006296690444,17.9109276928486,5101400871,"5/24/2015",445500,2,1.75,1390,6670,1,0,0,3,6,720,670,1941,0,98115,47.6914,-122.308,920,6380,1,1,"low"
"13042",13042,5.888501468666,4.43182983814687,2561360120,"5/27/2014",475000,3,2,1230,11502,1,0,0,4,7,1230,0,1984,0,98052,47.7017,-122.127,1660,11727,2,3,"med"
"13043",13043,-6.60240471389104,-14.6874348382752,293800120,"4/30/2015",590000,4,2.5,2940,29013,2,0,0,3,10,2940,0,1992,0,98077,47.7635,-122.044,3010,34071,3,8,"top"
"13044",13044,-25.7782132913707,8.87240791571584,2595300155,"2/24/2015",565000,4,1.5,2190,8296,2,0,0,3,7,2190,0,1935,1963,98136,47.5158,-122.385,1160,8160,1,2,"top"
"13045",13045,2.56056888195032,18.0070950953496,2853600155,"9/15/2014",110000,1,1,640,10280,1,0,0,2,5,640,0,1920,0,98126,47.5144,-122.368,1090,9000,1,1,"low"
"13046",13046,-2.24570876557385,7.56676975445459,4365200555,"12/19/2014",375000,3,2.5,1670,7740,1,0,0,3,7,1130,540,1974,0,98126,47.5222,-122.37,1220,7740,1,6,"med"
"13047",13047,15.1675283910712,4.86780734302857,2473100790,"7/18/2014",255000,3,1.5,1240,8528,1,0,0,4,7,1240,0,1967,0,98058,47.4478,-122.157,1570,8064,2,9,"low"
"13048",13048,4.77356252037403,23.5008486497784,8019200925,"4/29/2015",315000,5,1.75,1850,14800,1.5,0,0,3,6,1760,90,1937,0,98168,47.4935,-122.321,1250,14800,1,1,"low"
"13049",13049,7.6979454388193,-2.9238677734594,6071600450,"11/20/2014",496600,4,2.25,2020,8400,1,0,0,4,8,1350,670,1961,0,98006,47.5488,-122.171,2060,8400,2,3,"med"
"13050",13050,0.96124181706769,19.4528827877607,5249803036,"7/14/2014",380000,3,1,1020,4800,1,0,0,3,7,1020,0,1944,0,98118,47.5615,-122.272,1400,5465,1,1,"low"
"13051",13051,17.0183276480505,1.95756597361185,3222069151,"11/10/2014",338950,3,1.75,1610,22496,1,0,0,4,7,1610,0,1974,0,98042,47.3443,-122.073,2050,35772,2,9,"low"
"13052",13052,10.2107004393909,-4.7233635010025,5561400610,"10/19/2014",542500,5,3.5,2730,42500,1,0,0,3,8,1530,1200,1989,0,98027,47.4587,-121.996,3180,37970,3,3,"med"
"13053",13053,-8.52528406489018,27.1716962541447,5700000905,"8/16/2014",739000,5,2.5,2840,5000,1,0,0,4,7,1620,1220,1913,0,98144,47.5817,-122.291,2200,5000,1,1,"low"
"13054",13054,-8.26619964642904,22.9543941713317,3362401935,"6/19/2014",549000,4,1.75,1290,3060,2,0,0,4,7,1290,0,1906,0,98103,47.6798,-122.348,1510,4080,1,1,"low"
"13055",13055,15.4764597444291,1.05466623435401,2893000610,"6/24/2014",252000,3,2.25,1670,7881,1,0,0,4,7,1190,480,1977,0,98031,47.4105,-122.18,1870,7820,2,9,"low"
"13056",13056,-8.15990539221983,-24.4700000421307,7856410411,"9/22/2014",1700000,4,4.5,3860,15246,2,0,4,3,11,2940,920,2004,0,98006,47.56,-122.161,3750,14790,3,8,"top"
"13057",13057,-6.37384883351949,27.2089402156237,8156600155,"6/11/2014",735000,4,1.75,2460,5100,1.5,0,0,5,7,1450,1010,1909,0,98115,47.6782,-122.3,1560,5100,1,1,"low"
"13058",13058,-7.43705886710255,8.30122537429087,2560803248,"7/9/2014",270000,4,2.5,1660,8063,1,0,0,4,7,1660,0,1978,0,98198,47.3761,-122.32,1060,8437,2,6,"med"
"13059",13059,-1.64211837016407,5.06756740032396,1118001215,"2/4/2015",2250000,3,2.5,3420,8700,1,0,0,3,9,2890,530,1951,0,98112,47.6352,-122.29,3370,8700,1,6,"med"
"13060",13060,9.58701162622713,9.02301798060967,1437500035,"10/10/2014",155000,2,1,1010,43056,1.5,0,0,3,5,1010,0,1990,0,98014,47.7105,-121.316,830,18297,2,3,"med"
"13061",13061,-1.10113636217297,8.5505402689364,2124049229,"3/2/2015",469000,4,2.5,2240,5624,1,0,0,3,7,1520,720,1961,0,98108,47.5574,-122.308,2240,7495,1,6,"med"
"13062",13062,-11.0762330125061,3.09644366391281,7129304225,"1/8/2015",305000,4,2.25,2340,5250,2,0,0,5,7,2340,0,1965,0,98118,47.5183,-122.266,1540,5250,3,6,"med"
"13063",13063,-0.307406038831713,27.2413435381033,7986400180,"7/10/2014",675000,3,1.75,1920,4500,1,0,0,5,7,960,960,1924,0,98107,47.6645,-122.357,1190,4000,1,1,"low"
"13064",13064,-10.7519195875523,23.2554325786718,809001970,"12/31/2014",931000,3,2.5,2460,6600,1.5,0,0,4,8,1560,900,1929,0,98109,47.6364,-122.351,2090,3400,1,1,"low"
"13065",13065,-5.11431619762039,15.4165343625008,7979900145,"2/5/2015",385000,3,1,1470,11398,1,0,0,3,8,1470,0,1950,0,98155,47.746,-122.296,1710,11407,1,1,"low"
"13066",13066,-6.23958060381156,-15.7021019952009,3299600040,"2/14/2015",815000,3,2.5,3400,12442,2,0,0,3,9,3400,0,2001,0,98075,47.5611,-122.032,3250,8635,3,8,"top"
"13067",13067,1.91768834093202,-1.28894366607368,8651730580,"3/30/2015",531000,3,2.25,1910,8390,1,0,0,3,7,1910,0,1979,0,98034,47.73,-122.216,2410,8390,1,3,"med"
"13068",13068,-2.10550889162754,20.5014458777632,1250201175,"3/23/2015",386500,4,1,1400,3600,1,0,0,4,6,700,700,1901,0,98144,47.5972,-122.295,1690,3600,1,1,"low"
"13069",13069,0.680141056712846,-3.67867173852775,8651510610,"6/26/2014",475580,3,1.75,1520,11085,1,0,0,3,8,1520,0,1983,0,98074,47.646,-122.068,2310,9647,1,3,"med"
"13070",13070,-2.1978269729068,18.0049651912086,7017200120,"8/20/2014",358000,2,1,930,5077,1,0,0,3,6,930,0,1939,0,98133,47.7095,-122.35,1080,5803,1,1,"low"
"13071",13071,-2.82329191255117,27.0483061459841,9272201385,"10/22/2014",677500,5,1,2340,4730,2,0,0,3,8,1810,530,1918,0,98116,47.5895,-122.385,2100,4970,1,1,"low"
"13072",13072,-8.13396363546026,-10.3981562622527,518500210,"5/8/2014",868500,3,2.5,2920,3942,3,0,0,3,10,2920,0,2008,0,98056,47.531,-122.204,2920,3942,3,8,"top"
"13073",13073,9.76029946415937,3.86600267434041,3260000120,"2/9/2015",599380,3,1.75,1270,7350,1,0,0,4,7,1270,0,1967,0,98005,47.6046,-122.168,1880,7350,2,3,"med"
"13074",13074,0.961761384008025,-5.23285685568336,7504030220,"10/8/2014",712000,4,2.25,2450,11960,1,0,0,3,10,2450,0,1979,0,98074,47.6351,-122.06,2600,11960,3,8,"top"
"13075",13075,-7.00623869745044,12.1324934847868,7972601885,"4/30/2015",350000,5,1.75,1380,7620,1,0,0,3,7,1180,200,1955,0,98106,47.5279,-122.345,1990,7620,1,1,"low"
"13076",13076,-25.6251374723684,9.84777012869612,2331300395,"5/10/2014",875000,4,2,2520,6000,1,0,0,3,8,1400,1120,1921,2007,98103,47.6767,-122.35,1580,3720,1,2,"top"
"13077",13077,8.07563043179546,-12.3282518605227,2597710450,"3/4/2015",365000,3,2.25,2290,7350,2,0,0,3,8,2290,0,1988,0,98058,47.429,-122.162,2170,7529,3,5,"low"
"13078",13078,2.44051752911376,22.041630427171,8122600145,"5/21/2014",452000,4,2,1660,6150,1,0,0,3,6,850,810,1945,0,98126,47.5371,-122.368,1110,6250,1,1,"low"
"13079",13079,10.7275797117926,-0.587315419096478,629000410,"2/17/2015",915000,3,2.75,2800,9750,1,0,0,5,7,1400,1400,1957,0,98004,47.5862,-122.202,2800,9530,2,3,"med"
"13080",13080,1.78870051746211,-21.3477464850545,7202380120,"1/5/2015",482500,3,2.5,1690,3068,2,0,0,3,7,1690,0,2005,0,98053,47.6763,-122.028,1690,3260,3,4,"med"
"13081",13081,-6.04481420127701,19.62896926397,2926049437,"10/14/2014",425000,3,1,1180,7200,1.5,0,0,4,7,1180,0,1949,0,98133,47.7121,-122.333,2240,7875,1,1,"low"
"13082",13082,-0.69633801987741,27.1452016788829,9550202700,"12/11/2014",460000,2,1.75,1390,4160,1,0,0,5,6,790,600,1916,0,98105,47.6681,-122.324,1090,4160,1,1,"low"
"13083",13083,-8.61127442779374,24.4623740461035,1231000458,"7/20/2014",666570,4,2,2320,7400,1.5,0,0,5,7,1620,700,1913,0,98118,47.5558,-122.269,1740,4000,1,1,"low"
"13084",13084,24.6096180420584,-1.51646847244238,9485930120,"10/14/2014",390000,3,2.25,2270,32112,1,0,0,4,8,1740,530,1980,0,98042,47.3451,-122.094,2310,41606,2,9,"low"
"13085",13085,6.40816446793914,-3.39557122804366,7923100410,"10/9/2014",650000,4,1.75,2640,8215,1,0,0,4,7,1500,1140,1966,0,98008,47.5819,-122.125,2070,7875,2,3,"med"
"13086",13086,18.5379030361086,-4.57491804592726,2571910210,"10/1/2014",305000,3,2,1680,8487,1,0,0,3,7,1680,0,1993,0,98022,47.1959,-122.01,2080,8560,2,9,"low"
"13087",13087,3.8883755527823,15.3393288076598,3395800155,"8/5/2014",250000,3,1,990,8100,1,0,0,3,6,990,0,1949,0,98146,47.4839,-122.341,1210,8100,1,1,"low"
"13088",13088,7.1598589585406,-23.7428041918269,9558040230,"4/6/2015",438800,4,2.5,2770,4432,2,0,0,3,9,2770,0,2004,0,98058,47.4541,-122.117,2770,5423,3,4,"med"
"13089",13089,5.81207658697712,21.928220760109,7129302185,"12/15/2014",290000,2,1,950,5650,1,0,0,5,6,950,0,1943,0,98118,47.5149,-122.257,1250,5650,1,1,"low"
"13090",13090,18.1901472494382,12.0000924187901,7841300230,"5/1/2015",324950,4,2,2160,4800,2,0,0,4,7,1290,870,1929,0,98055,47.4777,-122.212,1570,4800,2,9,"low"
"13091",13091,-17.0973583775467,-6.34101880598934,2768300650,"12/1/2014",453000,3,2.5,1650,1838,2,0,0,4,7,1270,380,1991,0,98107,47.6666,-122.367,1550,1558,3,7,"med"
"13092",13092,-7.87526060828092,22.6565957046316,546000865,"9/19/2014",556000,3,1,1800,4005,1.5,0,0,4,7,1160,640,1929,0,98117,47.6876,-122.38,1240,4005,1,1,"low"
"13093",13093,21.8377574333202,-7.14202267242008,7708300150,"11/18/2014",315000,3,2,1660,11135,1,0,0,3,8,1660,0,1971,0,98045,47.4897,-121.787,1660,11560,2,9,"low"
"13094",13094,-3.17250486971226,-10.2012405880787,3709500180,"5/27/2014",445830,3,2.5,1870,5449,2,0,0,3,8,1870,0,2003,0,98011,47.7557,-122.22,2000,7687,3,8,"top"
"13095",13095,-12.5845123854646,-1.24412139453578,9273200145,"10/10/2014",1260000,3,3.5,3220,3960,2,0,4,3,10,2760,460,1991,0,98116,47.5909,-122.384,3080,4444,3,7,"med"
"13096",13096,16.3530104076888,1.4828101228323,2025700730,"5/2/2014",287200,3,3,1850,19966,1,0,0,4,7,1090,760,1992,0,98038,47.3493,-122.034,1410,6715,2,9,"low"
"13097",13097,-7.6448929991868,19.8566343613806,2215500220,"9/23/2014",525000,4,1.5,1580,6360,1.5,0,0,3,7,1290,290,1945,0,98115,47.6873,-122.286,1690,6360,1,1,"low"
"13098",13098,-7.86143123620671,-18.8172540988246,3758900220,"12/26/2014",1140000,4,4.25,4590,17621,2,0,0,3,10,3160,1430,2003,0,98033,47.6973,-122.205,3800,12268,3,8,"top"
"13099",13099,17.8195251590091,7.33955210247837,7229900925,"10/10/2014",381000,3,1.75,2700,18246,1,0,0,4,7,1510,1190,1967,0,98059,47.4817,-122.097,1620,16986,2,9,"low"
"13100",13100,-4.94715061470055,17.241620443627,6632900084,"6/6/2014",360000,3,1.75,1020,7020,1.5,0,0,4,7,1020,0,1953,0,98155,47.7362,-122.314,1020,5871,1,1,"low"
"13101",13101,-22.2036465298194,-11.4344502089233,7137300040,"5/4/2015",619000,5,3.5,2950,2932,3,0,0,3,8,2950,0,2004,0,98144,47.5923,-122.298,1580,2047,3,7,"med"
"13102",13102,15.20687677846,-0.288126801212244,222069029,"2/19/2015",535000,2,1.75,1780,224769,1,0,0,4,8,1780,0,1976,0,98038,47.4158,-122.002,2060,71560,2,9,"low"
"13103",13103,-0.157536209395046,26.6893138975404,7518503685,"10/9/2014",402000,2,1,710,5100,1,0,0,5,7,710,0,1905,0,98117,47.6765,-122.381,1530,5100,1,1,"low"
"13104",13104,0.655946060295001,-28.5290176987717,7701930180,"11/10/2014",6e+05,4,3.5,4300,70407,2,0,0,3,10,2710,1590,1992,0,98058,47.4472,-122.092,3520,26727,3,4,"med"
"13105",13105,-8.00409107737789,7.33551143741618,5072420040,"9/10/2014",549950,3,2.5,2080,8690,1,0,0,3,8,1430,650,1974,0,98166,47.4424,-122.344,2400,9625,1,6,"med"
"13106",13106,-5.73607686177558,8.06121310302134,4058802300,"8/20/2014",3e+05,4,2,2360,7440,1,0,0,3,7,1180,1180,1955,0,98178,47.5044,-122.245,1680,7800,1,6,"med"
"13107",13107,-29.4178678701093,5.57223561861435,5127100210,"3/25/2015",360000,6,2,2210,9870,2,0,0,4,7,2210,0,1969,1995,98059,47.4751,-122.145,1390,9912,3,2,"top"
"13108",13108,-15.3744793222528,-13.7613914971232,6453300306,"9/10/2014",419000,7,3.25,4340,8521,2,0,0,3,7,2550,1790,1986,0,98106,47.52,-122.338,1890,8951,3,7,"med"
"13109",13109,-24.1517963598358,-9.55241268165142,4442800166,"4/7/2015",510000,3,3,1320,1012,3,0,0,3,8,1320,0,2009,0,98117,47.6904,-122.395,1320,1536,3,7,"med"
"13110",13110,12.0262410814604,-22.3784098675831,8078490330,"9/16/2014",319950,3,2.5,1980,9907,2,0,0,3,8,1980,0,1991,0,98022,47.1903,-122.013,2050,9907,3,5,"low"
"13111",13111,10.4889623136711,-25.7542909197529,2322069010,"10/7/2014",1180000,5,5,3960,94089,2,0,0,3,10,3960,0,1998,0,98038,47.38,-122.011,2240,64468,3,5,"low"
"13112",13112,8.16081586235303,-22.6149209455266,9558021010,"10/3/2014",381000,4,2.5,2130,6003,2,0,0,3,8,2130,0,2003,0,98058,47.4518,-122.12,1940,4529,3,4,"med"
"13113",13113,11.7214038905558,-20.1078497519134,6700390230,"5/5/2015",256900,3,2.5,1720,3951,2,0,0,3,7,1720,0,1992,0,98031,47.4033,-122.187,1720,3605,3,5,"low"
"13114",13114,15.7612659959099,0.0117157982858161,1841400150,"2/19/2015",346000,5,1,1790,30456,1,0,0,4,7,1350,440,1964,0,98030,47.3469,-122.195,2420,35647,2,9,"low"
"13115",13115,-21.9461539498597,-15.1981383382371,6873000150,"12/8/2014",465000,2,2.25,1390,1222,3,0,0,3,7,1340,50,2009,0,98052,47.6754,-122.121,1480,1369,3,7,"med"
"13116",13116,7.19307163084279,-1.76343229923965,5710500230,"5/6/2015",545000,3,2,1900,9975,1,0,0,3,8,1500,400,1973,0,98027,47.5307,-122.054,2140,9825,2,3,"med"
"13117",13117,-0.734946042608438,25.6492052311673,9528102060,"7/30/2014",516000,2,1.75,1640,3090,1,0,0,4,7,910,730,1925,0,98115,47.679,-122.319,1510,4120,1,1,"low"
"13118",13118,-1.61215106726542,9.57393837604306,2490200450,"6/9/2014",550000,4,2.5,2700,5100,1,0,0,4,8,1440,1260,1968,0,98136,47.5331,-122.384,1880,5100,2,6,"med"
"13119",13119,12.1298325168604,-10.8911152022514,4178500580,"5/5/2015",339950,4,2.25,2200,7150,2,0,0,4,7,2200,0,1990,0,98042,47.3595,-122.089,1740,7150,3,5,"low"
"13120",13120,-3.3149265097734,15.4740592316958,4325700085,"3/25/2015",417000,3,1,1310,8514,1,0,0,4,7,1310,0,1953,0,98133,47.7502,-122.353,1310,8514,1,1,"low"
"13121",13121,-14.6166936427041,12.3709586925723,5606000120,"2/25/2015",906000,4,2.5,2480,5000,1,0,3,3,8,1480,1000,1951,0,98105,47.6653,-122.272,2240,6071,1,6,"med"
"13122",13122,-0.422080497982283,-15.8628972726913,5451220150,"11/12/2014",980000,4,2.25,3010,9800,2,0,0,4,9,3010,0,1973,0,98040,47.5336,-122.223,2510,9800,3,8,"top"
"13123",13123,5.6544258986373,-22.9950701368501,7954300620,"4/13/2015",555000,4,2.5,2450,5079,2,0,0,3,9,2450,0,2001,0,98056,47.5214,-122.191,2690,6675,3,4,"med"
"13124",13124,7.85615258559884,5.64835743010377,2591010040,"11/10/2014",468000,2,1.75,1250,7029,1,0,0,4,7,1250,0,1986,0,98033,47.6936,-122.186,1680,8470,2,3,"med"
"13125",13125,17.9952540521989,-5.23458404929355,3321079060,"10/20/2014",378000,3,1.75,2610,117176,1,0,0,3,7,1390,1220,1981,0,98022,47.2585,-121.925,2140,142005,2,9,"low"
"13126",13126,18.2660501989695,8.65203201590519,7229900145,"12/16/2014",430000,4,2.5,2010,16020,1.5,0,0,5,8,2010,0,1962,0,98059,47.4821,-122.108,1420,16020,2,9,"low"
"13127",13127,2.53033166084161,-25.200097897509,5710610790,"5/16/2014",730100,4,2.5,3120,14300,2,0,0,3,9,3120,0,2003,0,98027,47.5318,-122.055,2580,10005,3,4,"med"
"13128",13128,-6.60073790113633,9.09048718407019,937000220,"9/4/2014",219000,4,1.5,1370,7944,1.5,0,0,3,7,1370,0,1961,0,98198,47.4224,-122.289,1370,9181,1,6,"med"
"13129",13129,0.922402105501749,-5.26464727822578,7504001320,"11/21/2014",570000,3,2.5,2420,11953,1,0,0,3,9,2420,0,1990,0,98074,47.6285,-122.054,2420,12215,3,8,"top"
"13130",13130,20.3609204350876,-2.58194106381994,3832710450,"11/19/2014",262500,4,2.75,1500,7036,1,0,0,3,7,1060,440,1979,0,98032,47.3665,-122.276,1620,7200,2,9,"low"
"13131",13131,-1.76189612184785,-21.2390830924423,8567450180,"5/29/2014",525000,5,2.5,2630,9216,2,0,0,3,8,2630,0,2003,0,98019,47.7379,-121.966,2020,4980,3,4,"med"
"13132",13132,-3.84002827112364,21.341230132193,4443801590,"4/2/2015",520000,2,1,950,3880,1,0,0,4,6,950,0,1919,0,98117,47.687,-122.389,1660,3880,1,1,"low"
"13133",13133,19.2124304655677,6.31084976332218,7399200770,"12/9/2014",417400,3,3,2680,12285,1,0,0,4,8,2680,0,1970,0,98055,47.4633,-122.196,2610,9558,2,9,"low"
"13134",13134,1.7259977994449,-25.1980366377947,8562740530,"5/12/2014",788000,4,3.25,3680,5759,2,0,0,3,9,2840,840,2003,0,98027,47.5367,-122.067,3620,6006,3,4,"med"
"13135",13135,15.2927419785322,9.12214174997815,5592900230,"12/24/2014",320000,3,1,1270,7400,1,0,2,4,7,1270,0,1956,0,98056,47.4831,-122.191,1800,7400,2,9,"low"
"13136",13136,-10.1202945489668,22.653182425591,3693900155,"9/5/2014",950000,6,1,2330,5000,1.5,0,0,4,7,2330,0,1920,0,98117,47.6789,-122.397,1570,5000,1,1,"low"
"13137",13137,-2.24883510698244,15.2500678198621,3782100155,"5/27/2014",255000,3,1,960,8100,1,0,0,3,7,960,0,1955,0,98155,47.7766,-122.307,1120,8100,1,1,"low"
"13138",13138,16.0135622088729,-13.528785575888,104550580,"5/20/2014",260000,4,2.5,1990,6671,2,0,0,3,7,1990,0,1989,0,98023,47.3078,-122.358,1862,6566,3,5,"low"
"13139",13139,4.84987050111485,19.3360651232293,4365200620,"3/12/2015",394000,3,1,1450,7930,1,0,0,4,6,1150,300,1923,0,98126,47.5212,-122.371,1040,7740,1,1,"low"
"13140",13140,-5.32095078041518,-13.0432643109287,226059161,"12/31/2014",575000,4,2.5,2280,27441,2,0,0,3,8,2280,0,1996,0,98072,47.7628,-122.123,2350,35020,3,8,"top"
"13141",13141,-15.0911751165716,18.0739199687067,5316100220,"3/19/2015",1250000,4,2.25,1830,7200,2,0,2,3,8,1750,80,1923,0,98112,47.6315,-122.282,3100,7200,1,6,"med"
"13142",13142,4.72278179855136,3.98123498426925,1387300760,"8/4/2014",385000,3,2.25,1650,7800,1,0,0,3,7,1260,390,1969,0,98011,47.7377,-122.197,1760,8268,2,3,"med"
"13143",13143,17.2381101894919,-8.25060015870777,2521059042,"11/7/2014",456000,5,2.75,2720,193406,1,0,4,4,7,1700,1020,1968,0,98092,47.2838,-122.121,2820,248292,2,9,"low"
"13144",13144,-5.45309070219267,4.38067085989165,7974200902,"5/6/2015",637000,4,2.5,1710,5000,1,0,0,3,8,1110,600,1979,0,98115,47.6772,-122.285,1750,5304,1,6,"med"
"13145",13145,8.62119422243307,5.27598042077031,259600910,"11/10/2014",485000,5,1.5,1420,9900,1,0,0,3,7,1050,370,1964,0,98008,47.6348,-122.118,1580,8075,2,3,"med"
"13146",13146,-3.29658105931172,14.3300721762928,4375700065,"5/12/2014",315275,3,1.75,1440,8040,1,0,0,3,7,960,480,1951,0,98125,47.7128,-122.306,1500,8040,1,1,"low"
"13147",13147,13.5068027701936,5.67512919947402,2473100330,"9/23/2014",252500,2,1.5,1280,8710,1,0,0,3,7,1280,0,1967,0,98058,47.4472,-122.16,1520,9375,2,9,"low"
"13148",13148,11.7785219039057,6.82587255373954,1523069095,"3/23/2015",240000,2,1,1320,24319,1,0,0,3,7,1320,0,1966,0,98027,47.4741,-122.015,1430,98445,2,9,"low"
"13149",13149,-5.98711844923909,18.44878938198,5101402428,"11/12/2014",790000,4,2.5,2560,12760,1,0,0,4,7,1760,800,1949,0,98115,47.6947,-122.303,1760,6384,1,1,"low"
"13150",13150,-0.530547889161943,14.0241638281507,1072100085,"5/14/2014",310000,3,1,1480,7830,1,0,0,3,7,1480,0,1952,0,98133,47.7703,-122.336,1450,7830,1,1,"low"
"13151",13151,-12.4588994761386,-0.997292571113444,9322800230,"12/12/2014",1250000,4,2.5,2960,20240,2,0,4,4,10,2960,0,1985,0,98146,47.5075,-122.389,2500,14960,3,7,"med"
"13152",13152,5.9990261365733,18.2813916378325,2695600455,"1/28/2015",425000,2,1,1160,5038,1,0,0,5,7,740,420,1942,0,98126,47.5304,-122.38,1160,5076,1,1,"low"
"13153",13153,-0.495875676048333,-21.1325491974408,8946400210,"6/3/2014",548000,3,2.5,2110,4099,2,0,0,3,8,2110,0,2001,0,98072,47.7508,-122.17,2110,4871,3,4,"med"
"13154",13154,12.9970417607337,-0.620513485260643,1523069197,"5/3/2014",379880,3,2.5,1650,14054,1,0,0,4,7,1130,520,1986,0,98027,47.4821,-122.017,1940,87555,2,3,"med"
"13155",13155,2.24809322506013,-22.8952284186943,8078420230,"5/30/2014",530000,3,2.5,1950,9906,2,0,0,3,8,1950,0,1988,0,98074,47.6363,-122.025,1860,7689,3,4,"med"
"13156",13156,10.642611729041,-6.21257281121055,2723069052,"4/20/2015",695000,3,2.25,2600,220300,1.5,0,0,5,8,2120,480,1977,0,98027,47.4562,-122.016,2760,215600,2,3,"med"
